"date","setting","series","note","info","source"
"2292","primary","TOS","Sarek's age (138) is incorrect.","T'Lar of Vulcan agrees to bond Spock's seven year-old niece (?) to Hasmek of Romulus, in an effort to further peace negotiations and obtain backing of the Vulcan Science Academy for a study of reunification.","Mind Meld - TOS 82"
"2292","primary","TOS",NA,"Kirk, Scott and Chekov accept an invitation from Kirk's nephews, Alex and Julius, to assist in the founding of a colony world, Sanctuary. The colonists are taken hostage by the Falorians, who plan to invade their sister world, Huan, using Federation technology acquired from the Orion Syndicate. Spock, McCoy and Uhura arrive aboard the Klingon vessel K'Rator to assist Kirk, thus fulfilling the honor debt of Chancellor Azetbur of the Klingon High Council. Sulu and the Excelsior assist in the defense of Huan.","The Last Roundup"
"2293","secondary",NA,NA,"Kirk renews his relationship with Carol Marcus. The Enterprise-A is destroyed while defending the Excelsior from Klingon warships under the direction of Starfleet Chief Admiral Drake.","The Ashes Of Eden"
"2293","primary","TOS","The date is given as Spring 2294, which would be after Kirk's disappearance in Generations.","Captain Sulu is captured by the Beta Promethean ship Sundew and is rescued by Kirk and crew aboard the star-yacht Plush Princess.","The Fearful Summons - TOS 74"
"2293","primary","CT",NA,"Chekov rejoins Captain Sulu's crew as First Officer aboard the Excelsior.","War Dragons - CT 1"
"2293","primary",NA,"Both the stated year (2295) and Kirk's age (62) would be after Kirk's disappearance in Generations.","Kirk visits the Guardian of Forever for the final time.","Federation - Prologue/Epilogue"
"2293","secondary",NA,NA,"Kal-Tor Lissan of the Falorians is murdered in his Federation prison cell by the Orion Syndicate.","The Last Roundup - Epilogue"
"2293","primary","SNW",NA,"The Romulans sign a non-aggression treaty with Triskelion.","Lights In The Sky - SNW 1"
"2293","secondary","TNG",NA,"Captains Kirk and Scott and Commander Chekov are honored during the launch of the Enterprise-B. Kirk is presumed dead when he disappears into the Nexus energy ribbon.","Star Trek 7: Generations"
"2293","primary","SNW",NA,"Guinan, along with Tolian Soran, are rescued from an El Aurian transport trapped in the Nexus.","One Of Forty-Seven - SNW 3"
"2293","primary","SNW",NA,"Elaan of Troyius ruminates upon her time spent with Kirk years earlier.","Obligations Discharged - SNW 7"
"2293","primary","SNW",NA,"Spock returns to Vulcan to act as than'tha for Saavik's orphaned student, Sanara.","The First Law Of Metaphysics - SNW 2"
"2294","secondary","TLE",NA,"In the Small Magellanic Cloud, the Neyel cruiser Slicer follows the last known path of Tuskerslayer through the interspatial rift, emerging in Tholian space.","TLE: The Sundered Ch 25"
"2294","primary","TOS",NA,"Demora Sulu, assigned as Helmsman aboard the Enterprise-B, is purportedly killed by Captain Harriman in an act of self-defense.","The Captain's Daughter - TOS 76"
"2294","primary",NA,NA,"'About a year' after Kirk's disappearance.","Vulcan's Forge"
"2295","secondary","TLE",NA,"As the mouth of the intergalactic rift drifts closer to Oghen, Tholian vessels begin to threaten the Neyel homeworld. Gran Drech'tor Zafir declares a genocidal war against the Tholians.","TLE: The Sundered Ch 26"
"2295","primary",NA,NA,"A 'holochamber' precursor to holodeck technology, is field-tested by Captain Harriman aboard the Enterprise.","Shakedown - Enterprise Logs"
"2296","inferred","NF",NA,"By this time, Lt. M'Ress has vanished into a time portal and will emerge some 80 years later.","Gateways 6: Cold Wars - NF"
"2296","secondary","TNG",NA,"The Jenolen crashes while investigating a Dyson sphere. Captain Scott and Ensign Matt Franklin place themselves into stasis in a transporter buffer.","Relics"
"2297","secondary","SNW",NA,"After completing mining operations on Janus 4, Engineer Vanderburg of the Federation gives a farewell speech to the Horta.","Guardians - SNW 7"
"2298","primary","TLE",NA,"Unable to stem the continuing violent incursions of the Neyel, the Tholians request a meeting with the Federation to discuss a possible alliance. The Excelsior is sent into Tholian space to host the negotiations.","TLE: The Sundered"
"2298","secondary","VOY","Flashback implies that Tuvok resigned immediately after TUC, while Pathways states that Tuvok completed just a three-year tour of duty aboard Excelsior before leaving Starfleet. This is six years after Tuvok's 'graduation', which we must assume refers to his advanced degree.","Tuvok resigns from Starfleet and returns to Vulcan, where he announces to his parents his decision to pursue the Kohlinar discipline.","Pathways - VOY Ch 14"
"2304","secondary","VOY",NA,"Tuvok undergoes the Pon Farr and marries T'Pel.","Pathways - VOY Ch 14"
"2304","secondary","TNG",NA,"Drs. Noonian Soong, Ira Graves and Emil Vaslovik discover an abandoned secret facility on Exo 3.","Immortal Coil - TNG"
"2305","inferred",NA,NA,"Birth of Jean-Luc Picard.",NA
"2305","inferred","NF",NA,"Lt. Arex falls through a wormhole while on a shuttle expedition and emerges 71 years later.","Gateways 6: Cold Wars - NF"
"2310","primary","SNW",NA,"The Genesis Project is revived by Carol Marcus. She and Gillian Taylor are transported to the planet Pacifica aboard the USS Hermes, under command of Captain Uhura.","The Hero Of My Own Life - SNW 2"
"2311","inferred","TLE",NA,"Thousands are killed in the Tomed incident between the Romulan Empire and the Federation.","TLE: Serpents Among The Ruins; Vulcan's Heart"
"2314","secondary","TOS",NA,"Teska and Hasmek become the first recorded Vulcan/Romulan couple to be wed. The ceremony is attended by Spock, Sarek and Senator Pardek.","Mind Meld - TOS 82 Ch 16"
"2316","secondary","SNW",NA,"Katheryn Janeway's mother Gretchen, age six, learns that her father has been killed in the line of duty.","Uninvited Admirals - SNW 4"
"2319","secondary","VOY",NA,"Tuvok's third son is born.","Pathways - VOY Ch 14"
"2321","secondary","SNW",NA,"At age 53, Boothby begins his training to take over the gardening duties at Starfleet Academy from the previous caretaker, Aubrey.","Efflorescence - Prologue - SNW 5"
"2326","secondary","TNG",NA,"Picard backstory.","Vendetta - TNG"
"2328","inferred","DS9",NA,"Bajor is conquered by the Cardassian union.","Emissary - DS9 1"
"2328","secondary","TLE",NA,"The Cardassian survey vessel Sontok discovers the ruins of the lost Klingon colony Ch'gran on Raknal 5 near the Betreka Nebula. They refuse to yield the site to the Klingon vessel IKS Wo'bortas, touching off an 18-year cold war between the empires. Curzon Dax attempts to negotiate a settlement aboard the USS Carthage, whose crew includes Captain Vance Haden, Commander Rachel Garrett and Lt. Ian Troi. Enabran Tain is appointed head of the Obsidian Order.","TLE: The Art Of The Impossible Part 1"
"2329","secondary","SNW",NA,"Lt. Edward Janeway meets Gretchen at a party celebrating the promotion of Gretchen's stepfather to Admiral.","Uninvited Admirals - SNW 4"
"2329","secondary",NA,NA,"Ambassador Spock and Commander Saavik are betrothed. The ceremony is attended by Lt. Picard and Admiral McCoy.","Vulcan's Heart"
"2332","primary",NA,NA,"Six months after its launch under Captain Rachel Garrett, the Enterprise-C is attacked by a group of ships with a weapon similar to the Tholian web.","Hour Of Fire - Enterprise Logs"
"2333","primary","TNG",NA,"Under command of Captain Daithan Ruhalter, the USS Stargazer crosses the Galactic Barrier and is ambushed by an invading fleet of Nuyyad warships. Lt. Cmdr. Picard is forced to assume command following the deaths of the captain and executive officer.","The Valiant - TNG - Book 2"
"2333","primary","SG",NA,"Book","SG Book 1: Gauntlet"
"2333","primary","SG","The Commander Rachel Garrett in this story must be a different person than the one in command of the Enterprise-C.","Book","SG Book 2: Progenitor"
"2333","primary","SG",NA,"Book","SG: Three"
"2333","secondary","TLE",NA,"An accidental collision over Raknal 5 between a Cardassian freighter and a Klingon passenger ship causes increasing hostilities over the next few months.","TLE: The Art Of The Impossible Part 2"
"2333","primary","SNW",NA,"Picard meets Guinan for the first time (from his perspective) at Jeparly Station.","Together Again For The First Time - SNW 1"
"2333","primary","SG",NA,"Book","SG: Oblivion"
"2333","primary","SG",NA,"Book","SG: Enigma"
"2333","primary","SG",NA,"Book","SG: Maker"
"2336","primary","TLE",NA,"Book","TLE: Well Of Souls"
"2338","secondary","VOY",NA,"Four year-old Katheryn Janeway, daughter of Edward and Gretchen, learns her multiplication tables.","Mosaic - VOY Ch 2"
"2342","secondary",NA,NA,"Encouraged by ongoing communication with Senator Pardek of Romulus, Ambassador Spock asks Solvar of the Vulcan Science Academy to commission a study on reunification with the Romulans. His request is deemed illogical.","Vulcan's Heart"
"2343","secondary","VOY",NA,"Janeway visits Starfleet Academy and meets Cadet Data.","Mosaic - VOY Ch 4"
"2343","secondary",NA,NA,"Spock's second request to the Vulcan Science Academy is similarly denied.","Vulcan's Heart"
"2343","secondary","DS9",NA,"Backstory.","Rebels 1: The Conquered - DS9 24"
"2343","secondary","SNW",NA,"Captain Garrett of the Enterprise-C and Captain Kestrel of the Klingon vessel Qob'ral assist the Kolyati in repelling a Romulan invasion.","The Shoulders Of Giants - Two: Rayvis - SNW 5"
"2343","secondary","TLE",NA,"A Klingon building on Raknal 5 is sabotaged by Romulans. While investigating, Lt. Cmdrs. Elian Vaughn and Ian Troi are trapped in the collapsing structure. Ian Troi dies from his injuries.","TLE: The Art Of The Impossible Part 3 Ch 19-26"
"2344","secondary","VOY",NA,"Tuvok makes a pilgrimage to Mount Seleya, and ultimately decides to return to Starfleet.","Pathways - VOY Ch 14"
"2344","primary",NA,"The story features T'Pau of Vulcan, but it is unclear if this is the same T'Pau that purportedly died in Spock's World.","At the request of Romulan Commander Charvanek, Spock secretly travels to Vulcan to uncover Praetor Dralath's plans for war. Starfleet sends Commander Saavik of the USS Armstrong and Captain Picard of the USS Stargazer to extricate him. Spock's cover is threatened by the onset of Pon Farr. After departing Romulus, Saavik is rescued by the Enterprise-C. Upon return to Vulcan, Spock and Saavik are married. Captain Uhura is head of Starfleet Security.","Vulcan's Heart"
"2344","inferred","TLE",NA,"The Enterprise-C is destroyed by Romulans while defending a Klingon outpost on Norenda 3. Richard Castillo survives in a lifepod. Tasha Yar, having traveled back in time from an alternate future, is captured alive by the Romulans. She will later give birth to a half-Romulan daughter, Sela.","The Fourth Toast - SNW 3; TLE: The Art Of The Impossible Part 3 Ch 27-29"
"2345","secondary","TNG",NA,"Picard visits the Gorn homeworld and negotiates a peace settlement which lasts 25 years. Jack Crusher is science officer aboard the Stargazer.","Requiem - TNG 32"
"2345","secondary","NF",NA,"Morgan 'Primus' Lefler determines that her four month-old daughter Robin has not inherited her immortality.","Alice, On The Edge Of Night - No Limits - NF"
"2346","primary","TLE",NA,"Mogh and Kaasin, the parents of six year-old Worf, are killed during a Romulan attack upon a Klingon research facility on Khitomer. Worf is adopted by Sergey and Helena Rozhenko. K'mpec becomes Chancellor of the Klingon Empire and cedes Raknal 5 to Cardassia.","TLE: The Art Of The Impossible Part 3 Ch 30-40"
"2346","secondary","VOY",NA,"Janeway, captain of the Meadows tennis team, loses a decisive match to Shalarik of the Academy Institute.","Mosaic - VOY Ch 6"
"2347","secondary","SNW",NA,"Seven year-old Ro Laren witnesses the death of her father at the hands of Cardassians.","Flash Point - SNW 4"
"2348","secondary",NA,NA,"On Bajor, the Cardassians destroy a dam to submerge an excavation site containing a Tear of the Prophets. Glin Dukat escapes to higher ground.","Captain's Peril - Prologue"
"2348","secondary","VOY",NA,"Janeway, age 14, saves Hobbes Johnson from drowning on Mars.","Mosaic - VOY Ch 8"
"2348","secondary","CT",NA,"Calhoun backstory.","Once Burned - CT 5"
"2348","secondary","NF","Said to be twenty years prior to the main story; however, Si Cwan's age (eight) demands placement here.","Si Cwan backstory.","Dark Allies - NF 8"
"2349","secondary","DS9",NA,"Elim Garak reaches the age of emergence and is placed for training at the Bamarren Institute on Cardassia.","A Stitch In Time Part 1 - DS9 27"
"2349","primary","TNG",NA,"Book","Double Helix 6: The First Virtue - TNG 56"
"2350","secondary","VOY",NA,"August. During a visit to Central America on Earth, 15 year-old Chakotay announces his intention to leave his tribe and join Starfleet.","Pathways - VOY Ch 2"
"2350","secondary","VOY",NA,"August. 15 month-old Harry Kim climbs out of his crib.","Pathways - VOY Ch 4"
"2351","secondary","VOY",NA,"Janeway and Cheb Packer sneak into Magruder Mansion in Southern Ohio.","Mosaic - VOY Ch 10"
"2351","secondary","VOY",NA,"Janeway is accepted into Starfleet Academy. She discovers a chordate fossil on Mars.","Mosaic - VOY Ch 12"
"2352","secondary","DS9",NA,"Elim Garak is assigned as a junior probationist within the Obsidian Order.","A Stitch In Time Part 2 - DS9 27"
"2352","secondary","VOY",NA,"Chakotay is transported to Starfleet Academy by Captain Hiromi Sulu, grandson of Hikaru.","Pathways - VOY Ch 2"
"2352","secondary","TNG",NA,"Tasha Yar leaves Turkana 4 at age fifteen.","Survivors - TNG 4 Ch 1"
"2353","secondary","VOY",NA,"Chakotay returns home to Trebus to embark on a vision quest. He decides to return to the Academy.","Pathways - VOY Ch 2"
"2353","secondary","DS9",NA,"Jadzia's sister Ziranne narrowly escapes injury while playing in the snow.","Reflections - The Lives Of Dax"
"2353","secondary","SNW","The dates given for the journal entries are almost entirely inaccurate, and are included here for reference only.","Magnus, Erin and Annika Hansen depart aboard the USS Raven on a secret mission to the Delta quadrant. Magnus's sister Irene writes in her journal.","Final Entry: June 17, 2355 - SNW 5"
"2353","time travel","SNW",NA,"The parents of Anika Hansen receive a communication through a temporal anomaly, urging them not to venture into Borg space.","A Ribbon For Rosie - SNW 2"
"2353","secondary","NF",NA,"M'k'n'zy backstory.","House Of Cards - NF 1"
"2353","secondary","NF",NA,"Backstory.","Stone And Anvil - NF 14"
"2354","primary","DS9",NA,"On Pelios Station, Ensign Benjamin Sisko assists Curzon Dax with diplomatic negotiations between the Bactricans, the Azziz, and the Federation.","The Music Between The Notes - The Lives Of Dax"
"2354","secondary","SNW",NA,"Irene Hansen receives a transmission from Lt. Byron Morgan, informing her that Starfleet has lost contact with the Raven.","Final Entry: February 23, 2356 - SNW 5"
"2354","secondary","NF",NA,"Seven year-old Robin Lefler lives on Tantalus while her father does plasma studies.","Lefler's Logs - Stardate 31345.3-31610.7, No Limits - NF"
"2354","secondary","VOY",NA,"12 year-old Neelix repairs an ancient energy weapon.","Pathways - VOY Ch 10"
"2354","secondary","NF",NA,"On Xenex, 20 year-old M'k'n'zy fulfills his obligation to sire a child for his brother's wife, Catrine.","Martyr - NF 5"
"2354","primary","NF",NA,"Catrine is bonded in a 'land marriage' to the planet Xenex, blocking attempts to marry her into the G'lyndr clan.","A Lady Of Xenex - No Limits - NF"
"2354","secondary","TNG",NA,"The staff of the Federation embassy at PojjanPiraKot, including Ambassador Spock, is evacuated due to an uprising among the population.","Double Helix 3: Red Sector - TNG 53"
"2355","secondary","VOY",NA,"Janeway turns down a date with Will Riker to work on her junior honors thesis proposal for Admiral Owen Paris.","Mosaic - VOY Ch 14"
"2355","primary","TLE",NA,"June. Part 1","TLE: Deny Thy Father Part 1"
"2355","secondary","VOY",NA,"June. B'Elanna Torres's father leaves her mother.","Pathways - VOY Ch 6"
"2355","inferred","TNG",NA,"June. Riker begins dating Janice Eardman.","The Forgotten War - TNG 57"
"2355","secondary","NF",NA,"June. Robin Lefler completes a year spent on Rimbor with her parents, during which her mother begins to leave for weeks at a time.","Lefler's Logs - Stardate 32854.6, No Limits - NF"
"2356","primary","TLE",NA,"February. Book.","TLE: Deny Thy Father Part 2"
"2356","secondary","SNW",NA,"February. Starfleet concludes that the USS Raven and its crew are irrecoverable.","Final Entry: March 5-9, 2358 - SNW 5"
"2356","secondary","VOY",NA,"February. Chakotay graduates from the Academy with honors.","Pathways - VOY Ch 2"
"2356","secondary","NF",NA,"February. Robin Lefler and her parents return to Earth and take a camping trip on the Jersey shore.","Lefler's Logs - Stardate 33678.2, No Limits - NF"
"2356","secondary","VOY",NA,"February. Ensign Janeway is assigned as Junior Science Officer aboard the USS Icarus under Admiral Paris. Six months into the mission, Janeway and Paris are captured by Cardassians and rescued by Lt. Justin Tighe.","Mosaic - VOY Ch 16"
"2356","secondary","VOY",NA,"February. Harry Kim begins playing the clarinet.","Pathways - VOY Ch 4"
"2356","primary","NF",NA,"February. 16 year-old Si Cwan is forced by his father to prove his worthiness as a fighter by killing a wounded prisoner.","Turning Point - No Limits - NF"
"2357","primary","TLE",NA,"March. Book.","TLE: Deny Thy Father Part 3"
"2357","secondary","VOY",NA,"March. Neelix is given a hovercraft at the Feast of the First Night.","Pathways Ch 10 - VOY"
"2357","secondary","TNG",NA,"March. Tasha's later years at Starfleet Academy.","Survivors - TNG 4 Ch 3"
"2357","inferred","NF","March. This is chronicled in detail in the Young Adult series of novels.","Worf and Zak Kebron room together at Starfleet Academy.","Into The Void - NF 2"
"2358","secondary","TNG",NA,"Ensign Eric Stiles is honored for his actions in saving the embassy staff four years earlier. Spock and McCoy accompany him to the ceremony.","Double Helix 3: Red Sector - TNG 53"
"2358","secondary","VOY",NA,"B'Elanna Torres is shunned by her classmates at the Terran colony on Nessik.","Pathways - VOY Ch 6"
"2358","secondary","NF",NA,"Robin Lefler's parents are posted to Starbase 179 to assist with warp engine experiments. She tours the USS Saratoga while it is docked there.","Lefler's Logs - Stardate 359487.1, No Limits - NF"
"2359","secondary","VOY",NA,"Aboard the USS Vico, Lt. Chakotay has his first encounter with a Cardassian vessel.","Pathways - VOY Ch 2"
"2359","secondary","VOY",NA,"Janeway introduces her fiancee, Lt. Tighe, to her parents. One month later, Tighe and her father will be killed in a crash on Tau Ceti.","Mosaic - VOY Ch 18"
"2359","secondary","SNW",NA,"Admirals Will Patterson and Sarah Brennan inform Gretchen Janeway of Edward's death.","Uninvited Admirals - SNW 4"
"2359","secondary","TNG",NA,"Tasha backstory.","Survivors - TNG 4 Ch 5"
"2359","secondary","TNG",NA,"William Riker and Deanna Troi meet for the first time.","Imzadi"
"2359","inferred","TNG",NA,"Worf has a relationship with the half-human/half-Klingon woman K'Ehleyr, and unbeknownst to Worf, they conceive a son together.",NA
"2360","secondary","VOY",NA,"Janeway returns to Starfleet.","Mosaic - VOY Ch 20"
"2360","primary","TLE","Tuvok is a Lieutenant here, but in Pathways he remains an Ensign until 2366.","Book","TLE: Catalyst Of Sorrows"
"2360","secondary","VOY",NA,"B'Elanna visits Qo'noS with her mother, Prabsa.","Pathways - VOY Ch 6"
"2360","secondary","NF",NA,"Robin Lefler completes her second year living at Starbase 212.","Lefler's Logs - Stardate 37592.4, No Limits - NF"
"2361","secondary","VOY",NA,"Twelve days before his 19th birthday, Neelix flees to Talax from his home on Rinax, the Talaxian moon. He helps to run a sanctuary for military deserters during the war with Haakan.","Pathways - VOY Ch 10"
"2361","secondary","NF",NA,"Robin Lefler is kissed by her lab partner, Giancarlo.","Lefler's Logs - Stardate 38548.3, No Limits - NF"
"2361","primary","NF",NA,"While aboard the USS Ranger, Ensign Zak Kebron is sent to Iban to arrest Federation bureaucrat Erril G'Doh, who had been selling information to the Cardassians.","Waiting For G'Doh - No Limits - NF"
"2362","primary","NF",NA,"Ensigns Soleta and Worf of the USS Aldrin are sent to Kalandra Minor, where they are attacked by a Romulan mercenary who is discovered to be Soleta's father. Soleta takes a leave from Starfleet.","Revelations - No Limits - NF"
"2362","secondary","VOY",NA,"Against his father's wishes, Tom Paris joins the ski team in his Freshman year at the Academy.","Pathways - VOY Ch 8"
"2363","secondary","VOY","The length of Neelix's later stint as a scavenger is unknown, thus the placement of all prior events in his life is uncertain. The destruction of Rinax is well-referenced in the television series, but the data conflicts wildly: 15 years prior to the episode Jetrel, or 11 years prior to 'Mortal Coil.' The shorter timeframe is preferred.","300,000 people, including Neelix's family, are killed on Rinax by the Metrion cascade. Neelix travels to Rinax on a humanitarian mission.","Pathways - VOY Ch 10"
"2363","secondary","VOY",NA,"Harry Kim's father is injured while hiking. They are rescued by a group of Starfleet cadets.","Pathways - VOY Ch 4"
"2363","secondary","NF",NA,"Soleta is freed from a Thallonian prison by Spock and Si Cwan.","House Of Cards - NF 1"
"2363","primary","NF",NA,"While returning to the Federation aboard the merchant ship Pride, Spock and Soleta are taken hostage by Ferengi and are rescued by Klingons.","Out Of The Frying Pan - No Limits - NF"
"2363","primary","NF",NA,"While on another Jersey shore family camping trip, Morgan Lefler decides to commit suicide by piloting a shuttle into the sun. Initially, she drugs Robin and takes her along.","Alice, On The Edge Of Night - No Limits - NF"
"2363","secondary","NF",NA,"Morgan Lefler's shuttle crashes into the Atlantic, but her body is not recovered.","Lefler's Logs - Stardates 40777.4-40910.6, No Limits - NF"
"2363","secondary","VOY",NA,"After four years aboard the Gage defending the Federation against the Cardassian incursion, Chakotay returns home.","Pathways - VOY Ch 2"
"2364","secondary","VOY",NA,"Tom Paris and three other cadets spend New Year's Day at Lake Tahoe.","Pathways - VOY Ch 8"
"2364","primary","TNG",NA,"Jean-Luc Picard is commissioned as captain of the Enterprise-D. Commander William Riker is assigned First Officer. Beverly Crusher is CMO. Lt. Cmdr. Data is Operations/Navigation officer. Lt. Geordi LaForge is Conn Officer. Lt. Tasha Yar is Security Chief. Lt. Worf is stationed at tactical. Leonard McCoy, age 137, makes an inspection tour of the ship. On the first mission, the crew is tested by the omnipotent being Q .","Encounter At Farpoint - TNG"
"2364","alternate","TNG",NA,"Lt. Tasha Yar transports Picard to the Enterprise in spacedock. The mission to Farpoint Station is cancelled when a spacial anomaly is discovered in the Romulan Neutral Zone.","All Good Things... - TNG"
"2364","primary","NF",NA,"Robin Lefler enters Starfleet Academy.","Lefler's Logs - Stardate 41153.7, No Limits - NF"
"2364","secondary","TNG",NA,"Riker and Troi backstory.","Imzadi"
"2364","primary","TNG",NA,"Book","Double Helix 1: Infection - TNG 51"
"2364","primary","TNG",NA,"Book","Ghost Ship - TNG 1"
"2364","primary","TNG",NA,"Book","The Peacekeepers - TNG 2"
"2364","secondary","NF",NA,"Aboard the Enterprise, Dr. Selar is visited by a Q.","Q'uandry - 2364, No Limits - NF"
"2364","inferred","TNG",NA,"Data's 'brother' Lore is discovered on Omicrom Theta and is activated. Later, he will be beamed into open space.",NA
"2364","time travel","SNW",NA,"Data arrives from the distant future to find Lore and prevent him from creating a race of androids that will wipe out the human race.","I Am Become Death - SNW 2"
"2364","secondary","SNW",NA,"Ro Laren disobeys orders while on a mission to Garon 2, reulting in the deaths of eight members of the USS Wellington away team.","Flash Point - SNW 4"
"2364","secondary","VOY",NA,"B'Elanna Torres begins dating James Chesney.","Pathways - VOY Ch 6"
"2364","secondary","VOY",NA,"Tom Paris spends his junior year in Marseilles studying exophilosophies.","Pathways - VOY Ch 8"
"2364","primary","TNG",NA,"Book","The Children Of Hamlin - TNG 3"
"2364","primary","TNG",NA,"Death of Tasha Yar.","Survivors - TNG 4"
"2364","primary","TNG",NA,"Book","The Captain's Honor - TNG 8"
"2364","inferred","TNG",NA,"Dr. Crusher leaves the Enterprise to become head of Starfleet Medical. She is replaced by Dr. Katherine Pulaski.",NA
"2365","primary","TNG",NA,"Book","Strike Zone - TNG 5"
"2365","primary","TNG",NA,"Book","Power Hungry - TNG 6"
"2365","inferred","TNG",NA,"Riker serves with Lt. Klag aboard the IKS Pagh as part of an officer exchange program.","Diplomatic Implausibility - TNG 61"
"2365","primary","TNG",NA,"Book","Metamorphosis - TNG"
"2365","primary","TNG",NA,"Book","Masks - TNG 7"
"2365","primary","TNG",NA,"As Dr. Noonian Soong devotes nearly all of his time to creating an emotion chip for Data, his wife Juliana, unaware that she is in fact an android replica, decides to leave him.","Life's Work - SNW 7"
"2365","primary","TNG",NA,"Book","A Call To Darkness - TNG 9"
"2365","inferred","TNG","Probably the single most absurd detail of the Okuda chronology is the claim that Worf's son Alexander was conceived at this time.","The pre-alliance Klingon warship T'Ong is discovered with the crew still in suspended animation, and K'Ehleyr is dispatched to the Enterprise to act as a liason should they awaken. Worf and K'Ehleyr momentarily renew their relationship.",NA
"2365","primary","TNG",NA,"Dr. Crusher returns to the Enterprise.","Double Helix 2: Vectors - TNG 52"
"2366","primary","TNG",NA,"Book","A Rock And A Hard Place - TNG 10"
"2366","primary","TNG",NA,"Book","Gulliver's Fugitives - TNG 11"
"2366","secondary","VOY",NA,"Harry Kim fails his oral entrance examination to Starfleet Academy.","Pathways - VOY Ch 4"
"2366","primary","NF",NA,"While aboard the USS Yosemite, Elizabeth Shelby begins to study the Borg. She is promoted to Lt. Commander and reassigned to Starfleet Tactical.","All That Glisters - No Limits - NF"
"2366","primary","TNG",NA,"Book","Doomsday World - TNG 12"
"2366","primary","SNW",NA,"Data introduces Keiko Ishikawa to Chief Miles O'Brien.","Beginnings - SNW 7"
"2366","primary","TNG",NA,"Book","Exiles - TNG 14"
"2366","secondary","VOY",NA,"Admiral Paris removes Tom's name from consideration for posting aboard the Enterprise. Soon after, Tom's three friends are killed due to his negligence during a routine piloting exercise. Tom conceals the truth of his actions.","Pathways - VOY Ch 8"
"2366","secondary","VOY","According to Janeway in the television series, this event should be nine years prior to the episode 'Revulsion.' The span has been shortened to eight years to coincide with Tom Paris's training accident.","Janeway appears before a review board comprised of Admiral Paris, Admiral Finnegan, and Ensign Tuvok. Tuvok is promoted to Lieutenant and assigned to Janeway's crew aboard the USS Bonestell.","Mosaic - VOY Ch 22; Pathways - VOY Ch 14"
"2366","primary","TNG",NA,"Descendants from the crew of the USS Verdun are discovered on Torgu-Va in the Tarn neutral zone.","The Forgotten War - TNG 57"
"2366","primary","NF",NA,"The USS Grissom escapes from Romulan Commander Tomalak when Lt. Kat Mueller suggests that they hide within a comet. Mueller is promoted to Lt. Commander.","Performance Appraisal - No Limits - NF"
"2366","inferred","TNG",NA,"The Enterprise-D encounters the Enterprise-C emerging from a temporal rift. This event alters history such that the Federation has been involved in a protracted war with the Klingon Empire, and Tasha Yar is still alive. Following the death of Captain Garrett, the Enterprise-C returns through the rift with Tasha aboard to correct the timeline.",NA
"2366","primary","TNG",NA,"Book","Q-In-Law - TNG 18"
"2366","primary","TNG",NA,"Book","Fortune's Light - TNG 15"
"2366","inferred","TNG",NA,"Worf's Klingon father is unjustly accused of aiding in the destruction of the Khitomer Colony 20 years earlier. As the son of a traitor, Worf accepts discommendation from the Klingon High Council.",NA
"2366","primary","TNG",NA,"Book","The Eyes Of The Beholders - TNG 13"
"2366","primary","TNG",NA,"Book","Boogeymen - TNG 17"
"2366","secondary",NA,NA,"Backstory.","The Captain And The King - Enterprise Logs"
"2366","inferred","TNG",NA,"While aboard the Enterprise, Sarek is diagnosed with Bendii syndrome, resulting in a loss of emotional control.","Unification - TNG; Avenger"
"2366","secondary",NA,NA,"The Enterprise-D encounters Kirk's Enterprise at black hole TNC65813. Zefram Cochrane and the Companion are beamed aboard from a shuttlecraft.","Federation"
"2366","primary","SNW",NA,"Story","What Went Through Data's Mind 0.68 Seconds Before The Satellite Hit - SNW 1"
"2366","primary","TNG",NA,"Book","Contamination - TNG 16"
"2366","inferred","NF",NA,"Lt. Commander Shelby temporarily signs aboard the Enterprise.","The Return; House Of Cards - NF 1"
"2366","inferred","SNW",NA,"Picard is captured and assimilated by the Borg collective.","Final Entry: December 27, 2367 - SNW 5; Star Trek 8: First Contact"
"2366","inferred","DS9",NA,"The Borg head toward Earth, destroying 39 Starfleet vessels that intercept the cube at Wolf 359, including the Saratoga.","Final Entry: January 2, 2368 - SNW 5; Emissary - DS9 1"
"2366","inferred","SNW",NA,"Irene Hansen receives word that the Enterprise had recovered Picard and used his link into the collective to decommission the Borg vessel.","Final Entry: January 7, 2368 - SNW 5"
"2367","secondary","VOY",NA,"After serving with Tuvok for five months, Janeway requests his posting to the crew of the USS Voyager.","Pathways - VOY Ch 14"
"2367","primary","SNW",NA,"Story","Civil Disobedience - SNW 1"
"2367","primary","TNG","This particular 'alternate universe' appears to be incongruous with the one described in other stories, as 'Tiberius' Kirk never arose to power.","Book","Dark Mirror"
"2367","inferred","TNG",NA,NA,"Brothers."
"2367","secondary","TNG",NA,"Book","Reunion - TNG"
"2367","secondary","SNW",NA,"Irene Hansen writes about the residual effects within society, particularly the children, of the Borg attack upon Earth.","Final Entry: March 2, 2368 - SNW 5"
"2367","inferred","VOY",NA,"After serving aboard the Copernicus for eight months, Paris confesses his responsibility for the training accident and is dishonorably discharged.","Pathways - VOY Ch 8"
"2367","primary","TNG",NA,"K'Ehleyr introduces Worf to his son, Alexander.","Reunion"
"2367","primary","TNG",NA,"Book","Perchance To Dream - TNG 19"
